Agency_name,Project,Name_of_Lo,Street_Num,Address,City,Zipcode,County,Target_Aud,FullAdd,type,loctype,address_1,CD114FP,lon,lat
HealthMPowers,NA,Largo ES,430,Tibet Ave,Savannah,31406,Chatham,NA,"430 Tibet Ave, Savannah, GA 31406",street_address,rooftop,"430 tibet ave, savannah, ga 31406, usa",1,-81.141777,31.99416
HealthMPowers,NA,US Food Store,315,Augusta Ave,Savannah,31415,Chatham,NA,"315 Augusta Ave, Savannah, GA 31415",street_address,range_interpolated,"315 augusta ave, savannah, ga 31415, usa",1,-81.1284672,32.089605
HealthMPowers,Food Retail,US Food Store,315,Augusta Ave,Savannah,31415,Chatham,Adults 18+,"315 Augusta Ave, Savannah, GA 31415",street_address,range_interpolated,"315 augusta ave, savannah, ga 31415, usa",1,-81.1284672,32.089605
HealthMPowers,NA,Brock ES,1804,Stratford St,Savannah,31415,Chatham,NA,"1804 Stratford St, Savannah, GA 31415",street_address,rooftop,"1804 stratford st, savannah, ga 31415, usa",1,-81.128048,32.086101
HealthMPowers,Elem,Otis Brock III,1804,Stratford St,Savannah,31401,Chatham,K-5,"1804 Stratford St, Savannah, GA 31401",street_address,rooftop,"1804 stratford st, savannah, ga 31415, usa",1,-81.128048,32.086101
Open Hand Atlanta,NA,Butler Elementary School,1909,1909 Cynthia St,Savannah,31415,Chatam,NA,"1909 1909 Cynthia St, Savannah, GA 31415",street_address,rooftop,"1909 cynthia st, savannah, ga 31415, usa",1,-81.1258744,32.0638979
Open Hand Atlanta,NA,Butler Elementary School,1909,1909 Cynthia St,Savannah,31415,Chatam,Kids,"1909 1909 Cynthia St, Savannah, GA 31415",street_address,rooftop,"1909 cynthia st, savannah, ga 31415, usa",1,-81.1258744,32.0638979
Open Hand Atlanta,NA,Haven Elementary,5111,Dillon Ave.,Savannah,31405,Chatham,NA,"5111 Dillon Ave., Savannah, GA 31405",street_address,rooftop,"5111 dillon ave, savannah, ga 31405, usa",1,-81.124103,32.034324
Open Hand Atlanta,Cooking Matters for Kids,Haven Elementary,5111,Dillon Ave.,Savannah,31405,Chatham,Kids,"5111 Dillon Ave., Savannah, GA 31405",street_address,rooftop,"5111 dillon ave, savannah, ga 31405, usa",1,-81.124103,32.034324
DPH,Worksite & Harvest of the Month,Enmarket,2112,Rankin Street,Savannah,31415,Chatham,18+; SNAP- eligible,"2112 Rankin Street, Savannah, GA 31415",premise,rooftop,"2112 rankin st, savannah, ga 31415, usa",1,-81.1214718,32.094994
DPH,NA,Enmarket,2112,Rankin Street,Savannah,31415,Chatham,NA,"2112 Rankin Street, Savannah, GA 31415",premise,rooftop,"2112 rankin st, savannah, ga 31415, usa",1,-81.1214718,32.094994
HealthMPowers,NA,DeRenne Middle School [COMMUNITY],1009,Clinch Street,Savannah,31405,Chatham,NA,"1009 Clinch Street, Savannah, GA 31405",premise,rooftop,"1009 clinch st, savannah, ga 31405, usa",1,-81.1181201,32.0457156
HealthMPowers,NA,Hodge ES,975,Clinch Street,Savannah,31405,Chatham,NA,"975 Clinch Street, Savannah, GA 31405",street_address,range_interpolated,"975 clinch st, savannah, ga 31405, usa",1,-81.11665,32.0473965
HealthMPowers,Elem,Hodge ES,975,Clinch Street,Savannah,31405,Chatham,K-5,"975 Clinch Street, Savannah, GA 31405",street_address,range_interpolated,"975 clinch st, savannah, ga 31405, usa",1,-81.11665,32.0473965
DPH,Community Garden & Pick It Try It,Alfred E. Beach High School,3001,Hopkins Street,Savannah,31405,Chatham,Familes and 18+; SNAP- eligible,"3001 Hopkins Street, Savannah, GA 31405",street_address,rooftop,"3001 hopkins st, savannah, ga 31405, usa",1,-81.115891,32.0547935
DPH,NA,Alfred E. Beach High School,3001,Hopkins Street,Savannah,31405,Chatham,NA,"3001 Hopkins Street, Savannah, GA 31405",street_address,rooftop,"3001 hopkins st, savannah, ga 31405, usa",1,-81.115891,32.0547935
HealthMPowers,NA,Sustainable Fellwood (Affordable Housing Units),1401,Fellwood Drive,Savannah,31415,Chatham,NA,"1401 Fellwood Drive, Savannah, GA 31415",premise,rooftop,"1401 fellwood dr, savannah, ga 31415, usa",1,-81.1147273,32.0860793
HealthMPowers,Food Retail,Food Truck 912: Sustainable Fellwood (Affordable Housing Units),1401,Fellwood Drive,Savannah,31415,Chatham,Adults 18+,"1401 Fellwood Drive, Savannah, GA 31415",premise,rooftop,"1401 fellwood dr, savannah, ga 31415, usa",1,-81.1147273,32.0860793
HealthMPowers,NA,Sheppards Gas and Food Mart,1302,W. Gwinnett St,Savannah,31415,Chatham,NA,"1302 W. Gwinnett St, Savannah, GA 31415",premise,rooftop,"1302 w gwinnett st, savannah, ga 31415, usa",1,-81.1144481,32.0720295
HealthMPowers,Food Retail,Food Truck 912: Sheppards Gas and Food Mart,1302,W. Gwinnett St,Savannah,31415,Chatham,Adults 18+,"1302 W. Gwinnett St, Savannah, GA 31415",premise,rooftop,"1302 w gwinnett st, savannah, ga 31415, usa",1,-81.1144481,32.0720295
Open Hand Atlanta,NA,Gasden Elementary School,919,May St,Savannah,31415,Chatam,NA,"919 May St, Savannah, GA 31415",premise,rooftop,"919 may st, savannah, ga 31415, usa",1,-81.1059573,32.0682071
Open Hand Atlanta,NA,Gasden Elementary School,919,May St,Savannah,31415,Chatam,Kids,"919 May St, Savannah, GA 31415",premise,rooftop,"919 may st, savannah, ga 31415, usa",1,-81.1059573,32.0682071
Open Hand Atlanta,NA,West Broad Street YMCA,1110,May Street,Savannah,31415,Chatham,NA,"1110 May Street, Savannah, GA 31415",premise,rooftop,"1110 may st, savannah, ga 31415, usa",1,-81.1054062,32.0664016
Open Hand Atlanta,NA,Senior Citizens Inc.,3025,3025 Bull St,Savannah,31405,Chatam,NA,"3025 3025 Bull St, Savannah, GA 31405",street_address,rooftop,"3025 bull st, savannah, ga 31405, usa",1,-81.1040784,32.0496152
Open Hand Atlanta,NA,Senior Citizens Inc.,3025,3025 Bull St,Savannah,31405,Chatam,Adults 18+,"3025 3025 Bull St, Savannah, GA 31405",street_address,rooftop,"3025 bull st, savannah, ga 31405, usa",1,-81.1040784,32.0496152
HealthMPowers,NA,Heard ES,414,Lee Blvd,Savannah,31405,Chatham,NA,"414 Lee Blvd, Savannah, GA 31405",street_address,rooftop,"414 lee blvd, savannah, ga 31405, usa",1,-81.1035161,32.0183287
Open Hand Atlanta,NA,Savannah's Children Museum,655,Louisville Rd,Savannah,31401,Chatam,NA,"655 Louisville Rd, Savannah, GA 31401",street_address,rooftop,"655 louisville rd, savannah, ga 31401, usa",1,-81.1015065,32.0754846
Open Hand Atlanta,NA,Savannah's Children Museum,655,Louisville Rd,Savannah,31401,Chatam,kids 5-12,"655 Louisville Rd, Savannah, GA 31401",street_address,rooftop,"655 louisville rd, savannah, ga 31401, usa",1,-81.1015065,32.0754846
Open Hand Atlanta,NA,Urban Hope,1601,1601 Barnard St,Savannah,31401,Chatam,NA,"1601 1601 Barnard St, Savannah, GA 31401",street_address,rooftop,"1601 barnard st, savannah, ga 31401, usa",1,-81.100969,32.061482
Open Hand Atlanta,NA,Urban Hope,1601,1601 Barnard St,Savannah,31401,Chatam,Kids,"1601 1601 Barnard St, Savannah, GA 31401",street_address,rooftop,"1601 barnard st, savannah, ga 31401, usa",1,-81.100969,32.061482
Open Hand Atlanta,NA,Yamacraw Village Community Center Housing Authority of Savannah,349,W Bryan St,Savannah,31401,Chatam,NA,"349 W Bryan St, Savannah, GA 31401",street_address,rooftop,"349 w bryan st, savannah, ga 31401, usa",1,-81.100719,32.082168
Open Hand Atlanta,NA,Yamacraw Village Community Center Housing Authority of Savannah,349,W Bryan St,Savannah,31401,Chatam,NA,"349 W Bryan St, Savannah, GA 31401",street_address,rooftop,"349 w bryan st, savannah, ga 31401, usa",1,-81.100719,32.082168
Open Hand Atlanta,NA,Williams Court Apartments,1900,Lincoln Street,Savannah,31401,Chatam,NA,"1900 Lincoln Street, Savannah, GA 31401",premise,rooftop,"1900 lincoln st, savannah, ga 31401, usa",1,-81.095749,32.0572684
Open Hand Atlanta,NA,Williams Court Apartments,1900,Lincoln Street,Savannah,31401,Chatam,Adults,"1900 Lincoln Street, Savannah, GA 31401",premise,rooftop,"1900 lincoln st, savannah, ga 31401, usa",1,-81.095749,32.0572684
Open Hand Atlanta,NA,Coastal WIC,1395,Eisenhower Dr.,Savannah,31406,Chatam,NA,"1395 Eisenhower Dr., Savannah, GA 31406",premise,rooftop,"1395 eisenhower dr, savannah, ga 31406, usa",1,-81.0918449,32.0031196
Open Hand Atlanta,NA,Coastal WIC,1395,Eisenhower Dr.,Savannah,31406,Chatam,Adults 18+,"1395 Eisenhower Dr., Savannah, GA 31406",premise,rooftop,"1395 eisenhower dr, savannah, ga 31406, usa",1,-81.0918449,32.0031196
Open Hand Atlanta,NA,Park Place Outreach,514,East Henry Street,Savannah,31405,Chatham,NA,"514 East Henry Street, Savannah, GA 31405",premise,rooftop,"514 e henry st, savannah, ga 31401, usa",1,-81.0918386,32.0619037
Open Hand Atlanta,Cooking Matters for Teens,Park Place Outreach,514,East Henry Street,Savannah,31405,Chatham,Teens,"514 East Henry Street, Savannah, GA 31405",premise,rooftop,"514 e henry st, savannah, ga 31401, usa",1,-81.0918386,32.0619037
HealthMPowers,NA,Waters Market,4402,Waters Ave,Savannah,31404,Chatham,NA,"4402 Waters Ave, Savannah, GA 31404",premise,rooftop,"4402 waters ave, savannah, ga 31404, usa",1,-81.0902744,32.0353111
HealthMPowers,Food Retail,Waters Market,4402,Waters Ave,Savannah,31404,Chatham,Adults 18+,"4402 Waters Ave, Savannah, GA 31404",premise,rooftop,"4402 waters ave, savannah, ga 31404, usa",1,-81.0902744,32.0353111
Open Hand Atlanta,NA,Children’s Specialist Hospital- Memorial Health,4700,4700 Waters Avenue,Savannah,31404,Chatam,NA,"4700 4700 Waters Avenue, Savannah, GA 31404",street_address,rooftop,"4700 waters ave, savannah, ga 31404, usa",1,-81.0894845,32.029986
Open Hand Atlanta,NA,Children’s Specialist Hospital- Memorial Health,4700,4700 Waters Avenue,Savannah,31404,Chatam,families,"4700 4700 Waters Avenue, Savannah, GA 31404",street_address,rooftop,"4700 waters ave, savannah, ga 31404, usa",1,-81.0894845,32.029986
Open Hand Atlanta,NA,E. Broad Elementary,404,E. Broad St.,Savannah,31401,Chatham,NA,"404 E. Broad St., Savannah, GA 31401",street_address,range_interpolated,"404 e broad st, savannah, ga 31401, usa",1,-81.0868775,32.0713712
Open Hand Atlanta,Cooking Matters for Kids,E. Broad Elementary,404,E. Broad St.,Savannah,31401,Chatham,Kids,"404 E. Broad St., Savannah, GA 31401",street_address,range_interpolated,"404 e broad st, savannah, ga 31401, usa",1,-81.0868775,32.0713712
HealthMPowers,NA,Hubert Middle School [COMMUNITY],768,Grant Street,Savannah,31401,Chatham,NA,"768 Grant Street, Savannah, GA 31401",street_address,rooftop,"768 grant st, savannah, ga 31401, usa",1,-81.084934,32.066235
HealthMPowers,Middle School,Hubert Middle School [COMMUNITY],768,Grant St,Chatham,31401,Chatham,8-Jun,"768 Grant St, Chatham, GA 31401",street_address,rooftop,"768 grant st, savannah, ga 31401, usa",1,-81.084934,32.066235
HealthMPowers,NA,Express Food Mart,703,Wheaton St,Savannah,31401,Chatham,NA,"703 Wheaton St, Savannah, GA 31401",street_address,rooftop,"703 wheaton st, savannah, ga 31401, usa",1,-81.0839698,32.0717351
HealthMPowers,Food Retail,Food Truck 912: Department of Family and Children Services,761,Wheaton St,Savannah,31401,Chatham,Adults 18+,"761 Wheaton St, Savannah, GA 31401",premise,rooftop,"761 wheaton st, savannah, ga 31401, usa",1,-81.0832426,32.069802
HealthMPowers,NA,Department of Family and Children Services,761,Wheaton St,Savannah,31401,Chatham,NA,"761 Wheaton St, Savannah, GA 31401",premise,rooftop,"761 wheaton st, savannah, ga 31401, usa",1,-81.0832426,32.069802
HealthMPowers,NA,WW Law Community Center,909,E. Bolton St,Savannah,31401,Chatham,NA,"909 E. Bolton St, Savannah, GA 31401",street_address,rooftop,"909 e bolton st, savannah, ga 31401, usa",1,-81.082939,32.0625829
HealthMPowers,Food Retail,Food Truck 912: WW Law Community Center,909,E. Bolton St,Savannah,31401,Chatham,Adults 18+,"909 E. Bolton St, Savannah, GA 31401",street_address,rooftop,"909 e bolton st, savannah, ga 31401, usa",1,-81.082939,32.0625829
HealthMPowers,NA,Family Dollar,702,Wheaton St,Savannah,31401,Chatham,NA,"702 Wheaton St, Savannah, GA 31401",premise,rooftop,"702 wheaton st, savannah, ga 31401, usa",1,-81.0829267,32.0714044
HealthMPowers,NA,Shuman ES,415,Goebel Ave,Savannah,31404,Chatham,NA,"415 Goebel Ave, Savannah, GA 31404",street_address,rooftop,"415 goebel ave, savannah, ga 31404, usa",1,-81.066834,32.061822
HealthMPowers,Elem,Shuman ES,415,Goebel Ave,Savannah,31404,Chatham,K-5,"415 Goebel Ave, Savannah, GA 31404",street_address,rooftop,"415 goebel ave, savannah, ga 31404, usa",1,-81.066834,32.061822
Open Hand Atlanta,NA,Performance Initiatives,2021,Rommel Ave,Savannah,31404,Chatham,NA,"2021 Rommel Ave, Savannah, GA 31404",route,bing,"rommel ave, garden city, ga 31408, usa",1,-81.06289,32.04985
Open Hand Atlanta,Cooking Matters for Teens,Performance Initiatives,2021,Rommel Ave,Savannah,31404,Chatham,Teens,"2021 Rommel Ave, Savannah, GA 31404",route,bing,"rommel ave, garden city, ga 31408, usa",1,-81.06289,32.04985
HealthMPowers,NA,Jim's Quick Stop,922,Pennsylvania Ave,Savannah,31404,Chatham,NA,"922 Pennsylvania Ave, Savannah, GA 31404",street_address,rooftop,"922 pennsylvania ave, savannah, ga 31404, usa",1,-81.062304,32.055206
HealthMPowers,NA,Savannah Gardens (Affordable Housing Units),515,Pennsylvania Ave,Savannah,31404,Chatham,NA,"515 Pennsylvania Ave, Savannah, GA 31404",street_address,rooftop,"515 pennsylvania ave, savannah, ga 31404, usa",1,-81.0605387,32.0611806
HealthMPowers,Food Retail,Food Truck 912: Savannah Gardens (Affordable Housing Units),515,Pennsylvania Ave,Savannah,31404,Chatham,Adults 18+,"515 Pennsylvania Ave, Savannah, GA 31404",street_address,rooftop,"515 pennsylvania ave, savannah, ga 31404, usa",1,-81.0605387,32.0611806
Open Hand Atlanta,NA,Clinch County Senior Citizen Center,101,S. College St. #C,Homerville,31634,Clinch,Adults,"101 S. College St. #C, Homerville, GA 31634",street_address,rooftop,"101 s college st, charlotte, nc 28202, usa",1,-82.750177,31.034281
HealthMPowers,NA,"Enrichment Services Program, Inc",2701,11th Avenue,Columbus,31904,Muscogee,NA,"2701 11th Avenue, Columbus, GA 31904",street_address,rooftop,"2701 11th ave, columbus, ga 31904, usa",2,-84.9784751,32.4885948
HealthMPowers,Elem,West Bainbridge,915,Zorn Rd,Bainbridge,39817,Decatur County,K-4,"915 Zorn Rd, Bainbridge, GA 39817",street_address,range_interpolated,"915 zorn rd, bainbridge, ga 39817, usa",2,-84.6125424,30.933249
HealthMPowers,NA,West Bainbridge ES,915,Zorn Rd,Bainbridge,39817,Wayne County,NA,"915 Zorn Rd, Bainbridge, GA 39817",street_address,range_interpolated,"915 zorn rd, bainbridge, ga 39817, usa",2,-84.6125424,30.933249
HealthMPowers,NA,John Johnson ES,1947,S West St,Bainbridge,39819,Decatur County,NA,"1947 S West St, Bainbridge, GA 39819",street_address,range_interpolated,"1947 s west st, bainbridge, ga 39819, usa",2,-84.5762993,30.8848579
HealthMPowers,Elem,John Johnson,1947,S West St,Bainbridge,39819,Decatur County,K-4,"1947 S West St, Bainbridge, GA 39819",street_address,range_interpolated,"1947 s west st, bainbridge, ga 39819, usa",2,-84.5762993,30.8848579
HealthMPowers,NA,Potter Street ES,725,Potter St,Bainbridge,39819,Decatur County,NA,"725 Potter St, Bainbridge, GA 39819",street_address,range_interpolated,"725 potter st, bainbridge, ga 39819, usa",2,-84.5740364,30.8998235
HealthMPowers,Elem,Potter Street,725,Potter St,Bainbridge,39819,Decatur County,K-4,"725 Potter St, Bainbridge, GA 39819",street_address,range_interpolated,"725 potter st, bainbridge, ga 39819, usa",2,-84.5740364,30.8998235
HealthMPowers,NA,Elcan-King ES,725,Louise St,Bainbridge,39819,Decatur County,NA,"725 Louise St, Bainbridge, GA 39819",street_address,rooftop,"725 e louise st, bainbridge, ga 39819, usa",2,-84.5688273,30.89383
HealthMPowers,Elem,Elcan King,725,Louise St,Bainbridge,39819,Decatur County,K-4,"725 Louise St, Bainbridge, GA 39819",street_address,rooftop,"725 e louise st, bainbridge, ga 39819, usa",2,-84.5688273,30.89383
HealthMPowers,Middle School,Hutto Middle School,1201,Martin Luther King Jr Dr,Bainbridge,39817,Decatur  County,6-May,"1201 Martin Luther King Jr Dr, Bainbridge, GA 39817",street_address,rooftop,"1201 martin luther king jr dr, bainbridge, ga 39817, usa",2,-84.5588596,30.9090137
HealthMPowers,NA,Hutto Middle School,1201,Martin Luther King Jr Dr.,Bainbridge,39817,Decatur  County,NA,"1201 Martin Luther King Jr Dr., Bainbridge, GA 39817",street_address,rooftop,"1201 martin luther king jr dr, bainbridge, ga 39817, usa",2,-84.5588596,30.9090137
HealthMPowers,NA,Bain Bridge Middle School,1301,E. College St.,Bainbridge,39819,Decatur County,NA,"1301 E. College St., Bainbridge, GA 39819",street_address,rooftop,"1301 e college st, bainbridge, ga 39819, usa",2,-84.5565126,30.8983956
HealthMPowers,Middle School,Bain Bridge Middle School,1301,E. College St,Bainbridge,39819,Decatur  County,8-Jul,"1301 E. College St, Bainbridge, GA 39819",street_address,rooftop,"1301 e college st, bainbridge, ga 39819, usa",2,-84.5565126,30.8983956
HealthMPowers,Elem,Jones Wheat,1401,E Shortwell St,Bainbridge,39819,Decatur County,K-4,"1401 E Shortwell St, Bainbridge, GA 39819",street_address,range_interpolated,"1401 e shotwell st, bainbridge, ga 39819, usa",2,-84.5560647,30.9038497
HealthMPowers,NA,Jones-Wheat ES,1400,Broughton St,Bainbridge,39817,Decatur County,NA,"1400 Broughton St, Bainbridge, GA 39817",street_address,rooftop,"1400 e broughton st, bainbridge, ga 39817, usa",2,-84.5552361,30.9053886
HealthMPowers,High School,Bainbridge HS,1,Bearcat Blvd,Bainbridge,39819,Decatur,12-Sep,"1 Bearcat Blvd, Bainbridge, GA 39819",establishment,rooftop,"1 bearcat blvd, bainbridge, ga 39819, usa",2,-84.4810867,30.8859474
HealthMPowers,NA,Bainbridge HS,1,Bearcat Blvd,Bainbridge,39819,Decatur County,NA,"1 Bearcat Blvd, Bainbridge, GA 39819",establishment,rooftop,"1 bearcat blvd, bainbridge, ga 39819, usa",2,-84.4810867,30.8859474
Open Hand Atlanta,NA,Positive Direction,524,Oak Street,Dawson,39842,Terrell,NA,"524 Oak Street, Dawson, GA 39842",street_address,rooftop,"524 oak st se, dawson, ga 39842, usa",2,-84.4419588,31.7665845
Open Hand Atlanta,NA,Positive Direction,524,Oak Street,Dawson,39842,Terrell,"Adults, Teens, Kids","524 Oak Street, Dawson, GA 39842",street_address,rooftop,"524 oak st se, dawson, ga 39842, usa",2,-84.4419588,31.7665845
Open Hand Atlanta,NA,Maya's Residential Home,920,4th Street,Cairo,39828,Grady,NA,"920 4th Street, Cairo, GA 39828",street_address,range_interpolated,"920 4th st nw, cairo, ga 39828, usa",2,-84.2119787,30.8861464
Open Hand Atlanta,NA,Maya's Residential Home,920,4th Street,Cairo,39828,Grady,Adults,"920 4th Street, Cairo, GA 39828",street_address,range_interpolated,"920 4th st nw, cairo, ga 39828, usa",2,-84.2119787,30.8861464
HealthMPowers,Elem,Sherwood Acres ES,2201,Doncaster Way,Albany,31707,Dougherty,k-5,"2201 Doncaster Way, Albany, GA 31707",street_address,rooftop,"2201 doncaster dr, albany, ga 31707, usa",2,-84.1985627,31.6077959
DPH,NA,Carver Sports Complex,1021,S. Mckinley Street,Albany,31701,Dougherty,NA,"1021 S. Mckinley Street, Albany, GA 31701",street_address,range_interpolated,"1021 s mckinley st, albany, ga 31701, usa",2,-84.1661741,31.5639282
DPH,Community Garden & Pick It Try It,Carver Sports Complex,1021,S. Mckinley Street,Albany,31701,Dougherty,School aged children and 18+ SNAP-eligible,"1021 S. Mckinley Street, Albany, GA 31701",street_address,range_interpolated,"1021 s mckinley st, albany, ga 31701, usa",2,-84.1661741,31.5639282
DPH,Community Garden & Pick It Try It,Girls Inc,701,Park Place,Albany,31701,Dougherty,School aged girls and 18+ SNAP-eligible,"701 Park Place, Albany, GA 31701",premise,rooftop,"701 park pl, albany, ga 31701, usa",2,-84.1599748,31.5863687
DPH,NA,Girls Inc,701,Park Place,Albany,31701,Dougherty,NA,"701 Park Place, Albany, GA 31701",premise,rooftop,"701 park pl, albany, ga 31701, usa",2,-84.1599748,31.5863687
DPH,NA,Boys & Girls Club,1309,North Jefferson,Albany,31701,Dougherty,NA,"1309 North Jefferson, Albany, GA 31701",premise,rooftop,"1309 n jefferson st, albany, ga 31701, usa",2,-84.1567815,31.5945657
